,location,crop,season,indicator,Unit,Date,Value,State,mean
631,Adilabad,Arhar (Tur),Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2002,0.46932515337,Telangana,79.6026315789
632,Adilabad,Arhar (Tur),Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2003,0.2455026455,Telangana,79.6026315789
633,Adilabad,Arhar (Tur),Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2004,0.34566987417,Telangana,79.6026315789
634,Adilabad,Arhar (Tur),Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2005,0.42489527229,Telangana,79.6026315789
635,Adilabad,Arhar (Tur),Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2007,0.69505494505,Telangana,79.6026315789
636,Adilabad,Arhar (Tur),Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2009,0.47173489279,Telangana,79.6026315789
637,Adilabad,Arhar (Tur),Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2010,0.56301188904,Telangana,79.6026315789
638,Adilabad,Arhar (Tur),Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2011,0.54672330097,Telangana,79.6026315789
639,Adilabad,Arhar (Tur),Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2012,0.59898477157,Telangana,79.6026315789
640,Adilabad,Urad,Total,Area (In Hectare),hectare,1999,17600.0,Telangana,79.6026315789
641,Adilabad,Urad,Total,Area (In Hectare),hectare,2000,19020.0,Telangana,79.6026315789
642,Adilabad,Urad,Total,Area (In Hectare),hectare,2001,20037.0,Telangana,79.6026315789
643,Adilabad,Urad,Total,Area (In Hectare),hectare,2002,20039.0,Telangana,79.6026315789
644,Adilabad,Urad,Total,Area (In Hectare),hectare,2003,27922.0,Telangana,79.6026315789
645,Adilabad,Urad,Total,Area (In Hectare),hectare,2004,25035.0,Telangana,79.6026315789
646,Adilabad,Urad,Total,Area (In Hectare),hectare,2005,20476.0,Telangana,79.6026315789
647,Adilabad,Urad,Total,Area (In Hectare),hectare,2006,18330.0,Telangana,79.6026315789
648,Adilabad,Urad,Total,Area (In Hectare),hectare,2007,18938.0,Telangana,79.6026315789
649,Adilabad,Urad,Total,Area (In Hectare),hectare,2008,20000.0,Telangana,79.6026315789
650,Adilabad,Urad,Total,Area (In Hectare),hectare,2009,15177.0,Telangana,79.6026315789
651,Adilabad,Urad,Total,Area (In Hectare),hectare,2010,10482.0,Telangana,79.6026315789
652,Adilabad,Urad,Total,Area (In Hectare),hectare,2011,11772.0,Telangana,79.6026315789
653,Adilabad,Urad,Total,Area (In Hectare),hectare,2012,8494.0,Telangana,79.6026315789
654,Adilabad,Urad,Total,Production (In Tonnes),tonnes,1999,6400.0,Telangana,79.6026315789
655,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2000,9779.0,Telangana,79.6026315789
656,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2001,11418.0,Telangana,79.6026315789
657,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2002,10799.0,Telangana,79.6026315789
658,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2003,16088.0,Telangana,79.6026315789
659,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2004,16395.0,Telangana,79.6026315789
660,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2005,12524.0,Telangana,79.6026315789
661,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2006,10516.0,Telangana,79.6026315789
662,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2007,6505.0,Telangana,79.6026315789
663,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2008,11000.0,Telangana,79.6026315789
664,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2009,12965.0,Telangana,79.6026315789
665,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2010,3700.0,Telangana,79.6026315789
666,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2011,5809.0,Telangana,79.6026315789
667,Adilabad,Urad,Total,Production (In Tonnes),tonnes,2012,5597.0,Telangana,79.6026315789
668,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,1999,0.36363636364,Telangana,79.6026315789
669,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2000,0.51414300736,Telangana,79.6026315789
670,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2001,0.5698457853,Telangana,79.6026315789
671,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2002,0.53889914666,Telangana,79.6026315789
672,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2003,0.57617649166,Telangana,79.6026315789
673,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2004,0.65488316357,Telangana,79.6026315789
674,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2005,0.611642899,Telangana,79.6026315789
675,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2006,0.57370430987,Telangana,79.6026315789
676,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2007,0.34348928081,Telangana,79.6026315789
677,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2008,0.55,Telangana,79.6026315789
678,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2009,0.85425314621,Telangana,79.6026315789
679,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2010,0.35298607136,Telangana,79.6026315789
680,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2011,0.49345905539,Telangana,79.6026315789
681,Adilabad,Urad,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2012,0.65893571933,Telangana,79.6026315789
682,Adilabad,Urad,Kharif,Area (In Hectare),hectare,1999,16900.0,Telangana,79.6026315789
683,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2000,18323.0,Telangana,79.6026315789
684,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2001,19031.0,Telangana,79.6026315789
685,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2002,19201.0,Telangana,79.6026315789
686,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2003,26552.0,Telangana,79.6026315789
687,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2004,23056.0,Telangana,79.6026315789
688,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2005,19024.0,Telangana,79.6026315789
689,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2006,17504.0,Telangana,79.6026315789
690,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2007,17831.0,Telangana,79.6026315789
691,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2008,17000.0,Telangana,79.6026315789
692,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2009,13833.0,Telangana,79.6026315789
693,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2010,10069.0,Telangana,79.6026315789
694,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2011,10993.0,Telangana,79.6026315789
695,Adilabad,Urad,Kharif,Area (In Hectare),hectare,2012,8221.0,Telangana,79.6026315789
696,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,1999,6100.0,Telangana,79.6026315789
697,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2000,9546.0,Telangana,79.6026315789
698,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2001,10886.0,Telangana,79.6026315789
699,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2002,10657.0,Telangana,79.6026315789
700,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2003,15772.0,Telangana,79.6026315789
701,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2004,15586.0,Telangana,79.6026315789
702,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2005,11471.0,Telangana,79.6026315789
703,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2006,9907.0,Telangana,79.6026315789
704,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2007,5456.0,Telangana,79.6026315789
705,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2008,8000.0,Telangana,79.6026315789
706,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2009,12062.0,Telangana,79.6026315789
707,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2010,3413.0,Telangana,79.6026315789
708,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2011,5233.0,Telangana,79.6026315789
709,Adilabad,Urad,Kharif,Production (In Tonnes),tonnes,2012,5483.0,Telangana,79.6026315789
710,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,1999,0.36094674556,Telangana,79.6026315789
711,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2000,0.52098455493,Telangana,79.6026315789
712,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2001,0.57201408229,Telangana,79.6026315789
713,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2002,0.55502317588,Telangana,79.6026315789
714,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2003,0.59400421814,Telangana,79.6026315789
715,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2004,0.67600624566,Telangana,79.6026315789
716,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2005,0.60297518923,Telangana,79.6026315789
717,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2006,0.56598491773,Telangana,79.6026315789
718,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2007,0.30598396052,Telangana,79.6026315789
719,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2008,0.47058823529,Telangana,79.6026315789
720,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2009,0.87197281862,Telangana,79.6026315789
721,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2010,0.33896116794,Telangana,79.6026315789
722,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2011,0.47603020104,Telangana,79.6026315789
723,Adilabad,Urad,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2012,0.66695049264,Telangana,79.6026315789
724,Adilabad,Urad,Rabi,Area (In Hectare),hectare,1999,700.0,Telangana,79.6026315789
725,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2000,697.0,Telangana,79.6026315789
726,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2001,1006.0,Telangana,79.6026315789
727,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2002,838.0,Telangana,79.6026315789
728,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2003,1370.0,Telangana,79.6026315789
729,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2004,1979.0,Telangana,79.6026315789
730,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2005,1452.0,Telangana,79.6026315789
731,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2006,826.0,Telangana,79.6026315789
732,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2007,1107.0,Telangana,79.6026315789
733,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2008,3000.0,Telangana,79.6026315789
734,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2009,1344.0,Telangana,79.6026315789
735,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2010,413.0,Telangana,79.6026315789
736,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2011,779.0,Telangana,79.6026315789
737,Adilabad,Urad,Rabi,Area (In Hectare),hectare,2012,273.0,Telangana,79.6026315789
738,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,1999,300.0,Telangana,79.6026315789
739,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2000,233.0,Telangana,79.6026315789
740,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2001,532.0,Telangana,79.6026315789
741,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2002,142.0,Telangana,79.6026315789
742,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2003,316.0,Telangana,79.6026315789
743,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2004,809.0,Telangana,79.6026315789
744,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2005,1053.0,Telangana,79.6026315789
745,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2006,609.0,Telangana,79.6026315789
746,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2007,1049.0,Telangana,79.6026315789
747,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2008,3000.0,Telangana,79.6026315789
748,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2009,903.0,Telangana,79.6026315789
749,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2010,287.0,Telangana,79.6026315789
750,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2011,576.0,Telangana,79.6026315789
751,Adilabad,Urad,Rabi,Production (In Tonnes),tonnes,2012,114.0,Telangana,79.6026315789
752,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,1999,0.42857142857,Telangana,79.6026315789
753,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2000,0.33428981349,Telangana,79.6026315789
754,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2001,0.52882703777,Telangana,79.6026315789
755,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2002,0.16945107399,Telangana,79.6026315789
756,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2003,0.23065693431,Telangana,79.6026315789
757,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2004,0.40879231935,Telangana,79.6026315789
758,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2005,0.72520661157,Telangana,79.6026315789
759,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2006,0.73728813559,Telangana,79.6026315789
760,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2007,0.94760614273,Telangana,79.6026315789
761,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2008,1.0,Telangana,79.6026315789
762,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2009,0.671875,Telangana,79.6026315789
763,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2010,0.69491525424,Telangana,79.6026315789
764,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2011,0.73940949936,Telangana,79.6026315789
765,Adilabad,Urad,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2012,0.41758241758,Telangana,79.6026315789
766,Adilabad,Moong,Total,Area (In Hectare),hectare,1999,22100.0,Telangana,79.6026315789
767,Adilabad,Moong,Total,Area (In Hectare),hectare,2000,23297.0,Telangana,79.6026315789
768,Adilabad,Moong,Total,Area (In Hectare),hectare,2001,21943.0,Telangana,79.6026315789
769,Adilabad,Moong,Total,Area (In Hectare),hectare,2002,21853.0,Telangana,79.6026315789
770,Adilabad,Moong,Total,Area (In Hectare),hectare,2003,19847.0,Telangana,79.6026315789
771,Adilabad,Moong,Total,Area (In Hectare),hectare,2004,21003.0,Telangana,79.6026315789
772,Adilabad,Moong,Total,Area (In Hectare),hectare,2005,18797.0,Telangana,79.6026315789
773,Adilabad,Moong,Total,Area (In Hectare),hectare,2006,15755.0,Telangana,79.6026315789
774,Adilabad,Moong,Total,Area (In Hectare),hectare,2007,14285.0,Telangana,79.6026315789
775,Adilabad,Moong,Total,Area (In Hectare),hectare,2008,14000.0,Telangana,79.6026315789
776,Adilabad,Moong,Total,Area (In Hectare),hectare,2009,11188.0,Telangana,79.6026315789
777,Adilabad,Moong,Total,Area (In Hectare),hectare,2010,12376.0,Telangana,79.6026315789
778,Adilabad,Moong,Total,Area (In Hectare),hectare,2011,13056.0,Telangana,79.6026315789
779,Adilabad,Moong,Total,Area (In Hectare),hectare,2012,8344.0,Telangana,79.6026315789
780,Adilabad,Moong,Total,Production (In Tonnes),tonnes,1999,5800.0,Telangana,79.6026315789
781,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2000,7248.0,Telangana,79.6026315789
782,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2001,7256.0,Telangana,79.6026315789
783,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2002,4473.0,Telangana,79.6026315789
784,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2003,5872.0,Telangana,79.6026315789
785,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2004,4146.0,Telangana,79.6026315789
786,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2005,5394.0,Telangana,79.6026315789
787,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2006,5047.0,Telangana,79.6026315789
788,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2007,6600.0,Telangana,79.6026315789
789,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2008,6000.0,Telangana,79.6026315789
790,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2009,5919.0,Telangana,79.6026315789
791,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2010,2311.0,Telangana,79.6026315789
792,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2011,5549.0,Telangana,79.6026315789
793,Adilabad,Moong,Total,Production (In Tonnes),tonnes,2012,4084.0,Telangana,79.6026315789
794,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,1999,0.26244343891,Telangana,79.6026315789
795,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2000,0.31111301884,Telangana,79.6026315789
796,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2001,0.3306749305,Telangana,79.6026315789
797,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2002,0.20468585549,Telangana,79.6026315789
798,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2003,0.29586335466,Telangana,79.6026315789
799,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2004,0.19740037138,Telangana,79.6026315789
800,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2005,0.28696068522,Telangana,79.6026315789
801,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2006,0.32034274833,Telangana,79.6026315789
802,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2007,0.46202310116,Telangana,79.6026315789
803,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2008,0.42857142857,Telangana,79.6026315789
804,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2009,0.52904898105,Telangana,79.6026315789
805,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2010,0.18673238526,Telangana,79.6026315789
806,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2011,0.42501531863,Telangana,79.6026315789
807,Adilabad,Moong,Total,Yield (Tonnes/Hect.),Tonnes/Hect,2012,0.48945349952,Telangana,79.6026315789
808,Adilabad,Moong,Kharif,Area (In Hectare),hectare,1999,18200.0,Telangana,79.6026315789
809,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2000,19901.0,Telangana,79.6026315789
810,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2001,19096.0,Telangana,79.6026315789
811,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2002,18262.0,Telangana,79.6026315789
812,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2003,17258.0,Telangana,79.6026315789
813,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2004,16589.0,Telangana,79.6026315789
814,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2005,12037.0,Telangana,79.6026315789
815,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2006,12733.0,Telangana,79.6026315789
816,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2007,10536.0,Telangana,79.6026315789
817,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2008,11000.0,Telangana,79.6026315789
818,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2009,9091.0,Telangana,79.6026315789
819,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2010,10111.0,Telangana,79.6026315789
820,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2011,10628.0,Telangana,79.6026315789
821,Adilabad,Moong,Kharif,Area (In Hectare),hectare,2012,7042.0,Telangana,79.6026315789
822,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,1999,5300.0,Telangana,79.6026315789
823,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2000,6110.0,Telangana,79.6026315789
824,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2001,6302.0,Telangana,79.6026315789
825,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2002,3378.0,Telangana,79.6026315789
826,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2003,5212.0,Telangana,79.6026315789
827,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2004,2654.0,Telangana,79.6026315789
828,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2005,3190.0,Telangana,79.6026315789
829,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2006,3947.0,Telangana,79.6026315789
830,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2007,4636.0,Telangana,79.6026315789
831,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2008,5000.0,Telangana,79.6026315789
832,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2009,4791.0,Telangana,79.6026315789
833,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2010,1496.0,Telangana,79.6026315789
834,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2011,4294.0,Telangana,79.6026315789
835,Adilabad,Moong,Kharif,Production (In Tonnes),tonnes,2012,3451.0,Telangana,79.6026315789
836,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,1999,0.29120879121,Telangana,79.6026315789
837,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2000,0.30701974775,Telangana,79.6026315789
838,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2001,0.33001675744,Telangana,79.6026315789
839,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2002,0.1849742635,Telangana,79.6026315789
840,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2003,0.30200486731,Telangana,79.6026315789
841,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2004,0.15998553258,Telangana,79.6026315789
842,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2005,0.26501620005,Telangana,79.6026315789
843,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2006,0.3099819367,Telangana,79.6026315789
844,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2007,0.44001518603,Telangana,79.6026315789
845,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2008,0.45454545455,Telangana,79.6026315789
846,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2009,0.52700472995,Telangana,79.6026315789
847,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2010,0.14795766986,Telangana,79.6026315789
848,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2011,0.40402709823,Telangana,79.6026315789
849,Adilabad,Moong,Kharif,Yield (Tonnes/Hect.),Tonnes/Hect,2012,0.49005964215,Telangana,79.6026315789
850,Adilabad,Moong,Rabi,Area (In Hectare),hectare,1999,3900.0,Telangana,79.6026315789
851,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2000,3396.0,Telangana,79.6026315789
852,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2001,2847.0,Telangana,79.6026315789
853,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2002,3591.0,Telangana,79.6026315789
854,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2003,2589.0,Telangana,79.6026315789
855,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2004,4414.0,Telangana,79.6026315789
856,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2005,6760.0,Telangana,79.6026315789
857,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2006,3022.0,Telangana,79.6026315789
858,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2007,3749.0,Telangana,79.6026315789
859,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2008,3000.0,Telangana,79.6026315789
860,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2009,2097.0,Telangana,79.6026315789
861,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2010,2265.0,Telangana,79.6026315789
862,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2011,2428.0,Telangana,79.6026315789
863,Adilabad,Moong,Rabi,Area (In Hectare),hectare,2012,1302.0,Telangana,79.6026315789
864,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,1999,500.0,Telangana,79.6026315789
865,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2000,1138.0,Telangana,79.6026315789
866,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2001,954.0,Telangana,79.6026315789
867,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2002,1095.0,Telangana,79.6026315789
868,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2003,660.0,Telangana,79.6026315789
869,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2004,1492.0,Telangana,79.6026315789
870,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2005,2204.0,Telangana,79.6026315789
871,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2006,1100.0,Telangana,79.6026315789
872,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2007,1964.0,Telangana,79.6026315789
873,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2008,1000.0,Telangana,79.6026315789
874,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2009,1128.0,Telangana,79.6026315789
875,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2010,815.0,Telangana,79.6026315789
876,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2011,1255.0,Telangana,79.6026315789
877,Adilabad,Moong,Rabi,Production (In Tonnes),tonnes,2012,633.0,Telangana,79.6026315789
878,Adilabad,Moong,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,1999,0.12820512821,Telangana,79.6026315789
879,Adilabad,Moong,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2000,0.33510011779,Telangana,79.6026315789
880,Adilabad,Moong,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2001,0.33508956797,Telangana,79.6026315789
881,Adilabad,Moong,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2002,0.30492898914,Telangana,79.6026315789
882,Adilabad,Moong,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2003,0.25492468134,Telangana,79.6026315789
883,Adilabad,Moong,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2004,0.33801540553,Telangana,79.6026315789
884,Adilabad,Moong,Rabi,Yield (Tonnes/Hect.),Tonnes/Hect,2005,0.32603550296,Telangana,79.6026315789
